104company - 104company
area,Company,Industry,Capital,Employee_Count
新北市樹林區,尖點科技股份有限公司,其他電子零組件相關業,1421800000,1700
新北市新莊區,八亨企業股份有限公司,照明設備製造業,10000000,500
新北市新莊區,一詮精密工業股份有限公司,光電產業,2050000000,750
台北市內湖區,台灣立訊精密有限公司,其他電子零組件相關業,618000000,500
台北市內湖區,精英電腦股份有限公司,電腦及其週邊設備製造業,5500000000,1000
新北市板橋區,ETC＿遠通電收股份有限公司,其他電信及通訊相關業,3000000000,600
台北市松山區,富邦人壽保險股份有限公司_竹佑通訊處(許岑榛)(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,臺北醫學大學附設醫院,醫院,480000000,2400
台北市大安區,太平洋崇光百貨股份有限公司,百貨相關業,8280000000,1500
新北市淡水區,瀚荃股份有限公司,其他電子零組件相關業,1000000000,2500
台北市內湖區,英屬維京群島商禾寶醫療器材股份有限公司台灣分公司,綜合商品批發代理業,300000000,3000
新北市新莊區,雙鴻科技股份有限公司,其他電子零組件相關業,830110000,3000
台北市中正區,錠嵂保險經紀人股份有限公司_北二營業處(王玲雪經理),人身保險業,0,2200
新北市汐止區,達輝股份有限公司,汽車及其零件製造業,395000000,700
台北市松山區,富邦人壽保險股份有限公司_富學二通訊處(魏姜羚)(核准文號110A01號),人身保險業,110831140000,27653
新北市三重區,三貝德數位文創股份有限公司,其他零售業,360000000,500
台北市松山區,富邦人壽保險股份有限公司_花福通訊處(核准文號110A01號_曾美麗/簡聖祐),人身保險業,110831140000,27653
台北市大安區,黑松股份有限公司,飲料製造業,4000000000,500
台北市信義區,中興紡織廠股份有限公司,織布業,5700000000,700
台北市大同區,日本丸亀製麵_台灣東利多股份有限公司,其他餐飲業,52500000,800
新北市板橋區,新光人壽保險股份有限公司_板富通訊處(許珮玲),人身保險業,57976000000,13405
新北市中和區,麗清科技股份有限公司,汽車及其零件製造業,915310000,1400
新北市汐止區,亞新工程顧問股份有限公司,建築及工程技術服務業,250000000,1000
台北市南港區,世平興業股份有限公司,半導體製造業,32170000,1700
台北市松山區,益亞實業有限公司,玩具相關業,100000000,720
台北市大安區,國泰醫療財團法人國泰綜合醫院,醫院,0,3400
新北市土城區,金駿工業股份有限公司,育樂用品製造業,300000000,1000
台北市松山區,富邦人壽保險股份有限公司_高新通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,台驊國際投資控股股份有限公司,其他投資理財相關業,1160000000,1500
台北市內湖區,酷聖石冰淇淋股份有限公司_Cold Stone,其他餐飲業,100000000,500
新北市新店區,國巨股份有限公司,半導體製造業,3500000000,40000
台北市松山區,富邦人壽保險股份有限公司_竹科通訊處(劉醇孝)(核准文號109A01號),人身保險業,110831140000,27825
台北市內湖區,Hyundai_南陽實業股份有限公司,汽機車及其零配件／用品零售業,1500000000,1300
台北市中正區,嘉里大榮物流股份有限公司,汽車貨運業,7200000000,4500
台北市士林區,秀波電子股份有限公司,其他電子零組件相關業,400000000,600
台北市中正區,第一產物保險股份有限公司,其他保險業,3011630000,800
台北市士林區,亞泰物業綜合管理顧問有限公司,保全樓管相關業,45000000,1000
新北市新店區,穩態光電科技股份有限公司,其他電子零組件相關業,80000000,600
台北市中山區,何嘉仁國際文教團隊_何嘉仁實業股份有限公司,其他教育服務業,0,3600
台北市松山區,富邦人壽保險股份有限公司_南神通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,國立臺北科技大學_永續環境控制中心,大專校院教育事業,0,691
台北市中山區,錠嵂保險經紀人股份有限公司_北三營業處(陳鴻明),人身保險業,451430000,2200
新北市汐止區,貿杰股份有限公司,紡織成衣業,10000000,1200
台北市中山區,阿瘦實業股份有限公司,鞋類／布類／服飾品零售業,660000000,750
新北市新店區,日商  花王(台灣)股份有限公司,清潔用品製造業,597300000,560
台北市中山區,美商柏恩亞太股份有限公司台灣分公司,被動電子元件製造業,0,6030
新北市樹林區,新光人壽保險股份有限公司_樹達通訊處(林芳如),人身保險業,57976000000,11855
台北市松山區,渣打國際商業銀行股份有限公司,銀行業,0,3000
台北市松山區,富邦人壽_桃晶通訊處(核准文號110A01號)(郭瀞芳),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_彰中彰化通訊處(嚴秀瑩)(核准文號110A01號),人身保險業,110831140000,27653
台北市中山區,復盛股份有限公司,其他金屬相關製造業,13400000000,2300
新北市新莊區,欽進有限公司,綜合商品批發代理業,0,1000
台北市松山區,富邦人壽保險股份有限公司_高首通訊處(蔡超明)(核准文號110A01號),人身保險業,110831140000,27653
台北市內湖區,萊爾富國際股份有限公司,百貨相關業,944450000,3000
台北市中山區,諾佛葛生技顧問股份有限公司,其他醫療保健服務業,0,1000
台北市松山區,富邦人壽保險股份有限公司_嘉贊通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,美商大豪國際汽車零件股份有限公司台灣分公司,汽機車及其零配件用品／批發業,0,45000
新北市新店區,中華電信關係企業_神腦國際企業股份有限公司,電子通訊／電腦週邊零售業,2600000000,2400
新北市新莊區,西勝國際股份有限公司,通訊機械器材相關業,820000000,2000
台北市內湖區,旭隼科技股份有限公司,電腦及其週邊設備製造業,7860000,2267
台北市中正區,東森電視事業股份有限公司,電視業,3040000000,1020
台北市松山區,基督復臨安息日會醫療財團法人臺安醫院,醫院,0,1200
新北市中和區,巍揚實業股份有限公司,綜合商品批發代理業,30000000,1000
台北市內湖區,NVIDIA_香港商輝達香港控股有限公司台灣分公司,電腦及其週邊設備製造業,73000000000,11000
台北市松山區,富邦人壽保險股份有限公司_富優通訊處(王愛芬經理)(核准文號:110A01號),人身保險業,110831140000,27653
新北市五股區,通盈通運股份有限公司,儲配／運輸物流業,300000000,500
台北市中山區,良維科技股份有限公司,電腦及其週邊設備製造業,1430000000,5000
新北市三重區,藍天電腦股份有限公司,電腦及其週邊設備製造業,6300000000,650
台北市內湖區,信源企業股份有限公司,紡織成衣業,0,11000
新北市新店區,104天使志工銀行,網際網路相關業,500000000,700
台北市松山區,錠嵂保險經紀人股份有限公司,人身保險業,720000000,2220
台北市松山區,新光人壽保險股份有限公司_團體意外險部台北通訊處,人身保險業,605370000,10794
新北市汐止區,智伸科技股份有限公司,金屬加工用機械製造修配業,820000000,2000
新北市淡水區,淡江大學_人力資源處,大專校院教育事業,0,2124
台北市內湖區,瑞士商奇石樂科技股份有限公司台灣分公司,精密儀器相關製造業,30000000,2200
台北市中山區,天下雜誌股份有限公司,雜誌／期刊出版業,0,600
台北市內湖區,宸鴻光電科技股份有限公司,光電產業,51000000,38000
台北市信義區,"Synopsys Taiwan Co., Ltd._台灣新思科技股份有限公司",電腦軟體服務業,5700000000,900
新北市林口區,民視_民間全民電視股份有限公司,電視業,0,700
新北市中和區,敦樸企業股份有限公司,消費性電子產品製造業,80000000,500
台北市北投區,中華賓士汽車股份有限公司,汽機車及其零配件／用品零售業,600000000,1000
新北市中和區,恒通股份有限公司,印刷電路板製造業(PCB),130000000,500
新北市新店區,宏亞食品股份有限公司,糖果點心製造業,1200000000,700
新北市中和區,同樂電子股份有限公司,其他電子零組件相關業,30000000,1000
台北市內湖區,誠隆汽車股份有限公司_NISSAN台北地區經銷商,汽機車及其零配件／用品零售業,310000000,600
新北市鶯歌區,同欣電子工業股份有限公司,被動電子元件製造業,4000000000,1600
台北市南港區,金田餐飲股份有限公司,餐館業,0,500
台北市松山區,富邦人壽保險股份有限公司_富世通訊處(謝尺恩)(核准文號110A01號),人身保險業,110831140000,27653
台北市大安區,德商foodpanda_富胖達股份有限公司,電腦系統整合服務業,0,500
台北市松山區,富邦人壽保險股份有限公司_中富通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市中正區,COMEBUY_長沂國際實業股份有限公司,飲料店業,80000000,500
台北市中山區,永達保險經紀人股份有限公司,保險輔助業,982000000,2418
台北市南港區,富士達保險經紀人股份有限公司_台北一區部長威通訊處(林莀縈),人身保險業,100000000,3000
新北市新店區,佛教慈濟醫療財團法人台北慈濟醫院,醫院,0,2200
台北市松山區,富邦人壽保險股份有限公司_富康通訊處(邱慧娟) (核准文號110A01號),人身保險業,110831140000,27653
台北市大同區,某保險經紀人股份有限公司_某通訊處,人身保險業,100000000,4000
台北市中山區,何嘉仁國際文教團隊_何嘉仁文教事業股份有限公司,補習班,0,3600
新北市中和區,威剛科技股份有限公司,電腦及其週邊設備製造業,2190000,550
台北市中山區,和泰汽車股份有限公司,其他汽機車相關業,5462000000,550
新北市新店區,(美商)台灣通用器材股份有限公司,半導體製造業,3190000000,1200
新北市蘆洲區,佳瑪百貨股份有限公司,百貨相關業,149000000,500
台北市松山區,富邦人壽保險股份有限公司_桃銓通訊處(陳玟瑄)(核准文號109A01號),人身保險業,110831140000,27825
台北市中山區,國立臺北大學_進修暨推廣部推廣教育組,其他教育服務業,0,526
台北市松山區,中國人壽保險股份有限公司(總公司),人身保險業,34700000000,13539
台北市大同區,集盛實業股份有限公司,塑膠製品製造業,5500000000,1260
新北市汐止區,微端科技股份有限公司,消費性電子產品製造業,440000000,500
台北市大安區,鼎鳴實業有限公司,綜合商品批發代理業,250000000,500
台北市中山區,聯強國際股份有限公司,電子通訊/電腦週邊批發業,16679470000,5000
台北市松山區,富邦人壽保險股份有限公司_富海通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,舒美興業股份有限公司,其他相關製造業,215000000,1800
台北市中山區,台灣優力膠業股份有限公司,橡膠製品製造業,200000000,1200
台北市松山區,富邦人壽保險股份有限公司_富合通訊處(陳家鈺)(核准文號109A01號),人身保險業,110831140000,27825
台北市內湖區,泰碩電子股份有限公司,其他電子零組件相關業,878010000,3000
台北市內湖區,百略醫學科技股份有限公司,醫療器材製造業,1222180000,3000
台北市大安區,甲山林建設機構_甲山林廣告股份有限公司,不動產經營業,1466000000,600
新北市土城區,通越集團_通越有限公司,建材／傢俱批發業,866000000,600
新北市三重區,群光電子股份有限公司,電腦及其週邊設備製造業,7038000000,34000
台北市中山區,春源鋼鐵工業股份有限公司,鋼鐵基本工業,7000000000,1400
台北市中山區,祥溢企業有限公司,其他電子零組件相關業,15000000,500
新北市三峽區,新光人壽保險股份有限公司_三峽收費處(方志宏),人身保險業,57976000000,20000
台北市中山區,新光人壽保險股份有限公司_仰德通訊處(陳雨婕),人身保險業,57076000000,10861
台北市內湖區,三朋工業股份有限公司,電力機械器材製造修配業,450000000,2000
台北市南港區,遠雄人壽保險事業股份有限公司_興宜營業處(張秀卿區經理),人身保險業,12500000000,7500
台北市松山區,富邦人壽保險股份有限公司_富初通訊處(朱頌恩)(核准文號109A01號),人身保險業,110831140000,27825
台北市松山區,富邦人壽保險股份有限公司_富方通訊處(張永旭)(核准文號109A01),人身保險業,110831140000,27825
台北市中山區,老爺酒店集團_老爺管理顧問股份有限公司,工商顧問服務業,0,2000
台北市中山區,錠嵂保險經紀人股份有限公司_北三營業處(陳薈姍),人身保險業,720000000,2220
台北市內湖區,藝銘實業有限公司,其他金屬相關製造業,800000000,2000
新北市汐止區,生活工場國際股份有限公司,百貨相關業,300000000,560
新北市淡水區,科毅研究開發股份有限公司,化妝品製造業,160000000,500
台北市中正區,永豐餘工業用紙股份有限公司,紙相關製造業,4100000000,1500
台北市信義區,安固橡膠工業股份有限公司,橡膠製品製造業,513000000,2100
台北市內湖區,是佳運動器材股份有限公司,育樂用品製造業,67000000,1500
台北市士林區,臺北市立聯合醫院陽明院區_檢驗科,醫院,0,6500
台北市北投區,太平洋醫材股份有限公司,醫療器材製造業,660000000,500
台北市中山區,三福氣體股份有限公司,其他相關製造業,3500000000,600
新北市淡水區,國泰人壽保險股份有限公司_展業淡水通訊處(認證編號:20200521AN4002),人身保險業,100000000000,30000
台北市內湖區,所羅門股份有限公司,自動控制相關業,1700000000,900
台北市內湖區,欣葉國際餐飲股份有限公司,餐館業,300000000,1200
台北市信義區,美商雅詩蘭黛股份有限公司台灣分公司,藥品／化妝品及清潔用品零售業,0,1000
台北市中山區,臺北捷運_臺北大眾捷運股份有限公司,儲配／運輸物流業,10000000000,6000
台北市中正區,香港商高馬思亞太有限公司台灣分公司,廣告行銷公關業,0,1300
台北市內湖區,增你強股份有限公司,其他半導體相關業,2140000000,720
台北市松山區,凱基商業銀行股份有限公司,銀行業,16200000000,1600
新北市新店區,百慕達商精電國際電子股份有限公司台灣分公司,電子通訊/電腦週邊批發業,0,4000
台北市松山區,富邦人壽保險股份有限公司_富皇通訊處(陳慧萍)(核准文號110A01號),人身保險業,110831140000,27653
新北市中和區,美桀科技股份有限公司,其他電子零組件相關業,0,700
新北市中和區,明翔科技股份有限公司,印刷業,51000000,4500
台北市松山區,富邦人壽保險股份有限公司_高恩通訊處(黃柏瑞)(核准文號110A01號),人身保險業,110831140000,27653
新北市新店區,國泰人壽保險股份有限公司_展業新店通訊處(葉承霖)(認證編號20200717FK4001),人身保險業,100000000000,30000
新北市中和區,凡甲科技股份有限公司,其他電子零組件相關業,547790000,1000
新北市新店區,研揚科技股份有限公司,電腦及其週邊設備製造業,2000000000,500
台北市松山區,富邦人壽保險股份有限公司_高震通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,宇謙實業有限公司,百貨相關業,520000000,700
台北市松山區,富邦人壽保險股份有限公司_富謙一分處(朱浩瑋)(核准文號109A01號),人身保險業,110831140000,27825
台北市松山區,富邦人壽保險股份有限公司_富棠通訊處(核准文號109A01號),人身保險業,110831140000,27825
台北市南港區,高鐵_台灣高速鐵路股份有限公司,鐵路運輸業,56200000000,4600
台北市內湖區,禾伸堂企業股份有限公司,其他電子零組件相關業,1579900000,1000
台北市松山區,富邦人壽保險股份有限公司_中宥通訊處(陳湘湄)(核準文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_南天通訊處(鄭湘蓉)(核准文號110A01號),人身保險業,110831140000,27653
台北市內湖區,信鼎技術服務股份有限公司,環境衛生及污染防治服務業,190000000,759
台北市萬華區,尚智運動世界股份有限公司,文教／育樂用品零售業,150000000,500
台北市內湖區,Imagination Technologies_荷蘭商進想科技有限公司台灣分公司,其他半導體相關業,0,900
台北市松山區,富邦人壽保險股份有限公司_桃亞通訊處(汪挹藩)(核准文號110A01號),人身保險業,110831140000,27635
台北市南港區,東元電機股份有限公司,電力機械器材製造修配業,19600000000,2500
新北市板橋區,UNIQLO台灣_台灣優衣庫有限公司,鞋類／布類／服飾品零售業,150000000,3000
台北市松山區,富邦人壽保險股份有限公司_邦仁通訊處(核准文號：109A01),人身保險業,110831140000,27825
台北市北投區,國都汽車股份有限公司,汽機車及其零配件用品／批發業,876000000,1800
新北市五股區,休閒國聯股份有限公司,餐館業,52900000,700
台北市內湖區,(捷普集團)綠點高新科技股份有限公司捷普設計服務分公司,消費性電子產品製造業,0,85000
台北市北投區,醫療財團法人辜公亮基金會和信治癌中心醫院,醫院,4000000000,1023
台北市內湖區,金凌科技實業有限公司,印刷業,0,1200
台北市南港區,Intel_美商英特爾亞太科技有限公司台灣分公司,電腦及其週邊設備製造業,0,1000
新北市板橋區,山隆通運股份有限公司,汽車貨運業,0,1150
新北市三重區,薩摩亞商金景工業股份有限公司台灣分公司,橡膠製品製造業,300000000,600
台北市松山區,富邦人壽保險股份有限公司_南鑛通訊處(核准文號109A01號),人身保險業,110831140000,27653
台北市內湖區,菱光科技股份有限公司,光電產業,1270000000,1000
台北市中山區,和潤企業股份有限公司,其他金融及輔助業,6000000000,1000
台北市松山區,富邦人壽保險股份有限公司_富學一通訊處(張紫君)(核准文號110A01號),人身保險業,110831140000,27653
新北市三重區,KD_科定企業股份有限公司,木竹製品製造業,739680000,1000
台北市大安區,裕融企業股份有限公司,其他汽機車相關業,4000000000,600
新北市土城區,圓展科技股份有限公司,光電產業,982000000,510
台北市信義區,勤業眾信聯合會計師事務所,會計服務業,0,3800
台北市大安區,樂榮工業股份有限公司,其他電子零組件相關業,140000000,5000
台北市松山區,富邦人壽保險股份有限公司_高佳通訊處(陳佳慧)(核准文號110A01號),人身保險業,110831140000,27653
新北市五股區,英華達股份有限公司,電信相關業,5120000000,21000
台北市松山區,富邦人壽保險股份有限公司_竹科通訊處(魏嘉儀)(核准文號110A01號),人身保險業,110831140000,27653
台北市南港區,神基科技股份有限公司,電腦及其週邊設備製造業,5800000000,680
台北市中正區,元大商業銀行股份有限公司(職缺請參考元大金融控股),銀行業,18000000000,2900
新北市汐止區,緯穎科技服務股份有限公司,電腦及其週邊設備製造業,1700000000,2000
新北市中和區,Teledyne LeCroy Inc._特勵達科技股份有限公司,消費性電子產品製造業,0,500
台北市松山區,富邦人壽保險股份有限公司_高聰通訊處(張易書)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_桃銓通訊處(周巧萍)(核准文號109A01號),人身保險業,110831140000,27825
台北市信義區,臺北醫學大學,大專校院教育事業,0,1700
台北市士林區,中興大業巴士股份有限公司,汽車客運業,0,1000
台北市中正區,僑樂保全股份有限公司,保全樓管相關業,40000000,700
台北市萬華區,路易莎咖啡 桂林店門市_原准苑商行,飲料店業,30000000,1500
台北市內湖區,皇昌營造股份有限公司,土木工程業,2419000000,956
台北市大安區,明台產物保險股份有限公司(三井住友海上集團),產物保險業,2500000000,1300
台北市大安區,明台產物保險股份有限公司_資訊部(三井住友海上集團),產物保險業,2500000000,1300
台北市松山區,富邦人壽保險股份有限公司_南沅通訊處(劉昱旻)(核准文號110A01),人身保險業,110831140000,27653
台北市中山區,香港商赫士盟食品企業有限公司台北分公司,餐館業,0,600
台北市內湖區,德式馬企業股份有限公司,紡織成衣業,200000000,8000
台北市信義區,美商_英屬蓋曼群島商金百利克拉克股份有限公司台灣分公司,加工紙製造業,0,1000
新北市土城區,佶優科技股份有限公司,其他電子零組件相關業,1400000000,500
台北市大安區,台新金控_台新國際商業銀行股份有限公司,銀行業,114500000000,9000
台北市松山區,富邦人壽保險股份有限公司_南才通訊處(李虹慧)(核准文號110A01號),人身保險業,110831140000,27653
新北市林口區,英商_台灣士瑞克保全股份有限公司,保全樓管相關業,150000000,3400
台北市大安區,富味鄉食品股份有限公司,食用油品及榖製品製造業,1020980000,590
台北市內湖區,寶佳建設股份有限公司,建築工程業,0,1000
台北市中正區,大誠保險經紀人股份有限公司_東台北通訊處(林若婷),人身保險業,100000000,4000
台北市松山區,富邦人壽保險股份有限公司_邦城通訊處(核准文號第110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_富鵬通訊處(核准文號110A01),人身保險業,110831140000,27653
新北市中和區,泰克威科技股份有限公司,電腦及其週邊設備製造業,15800000,1000
新北市新莊區,相互股份有限公司,印刷電路板製造業(PCB),700000000,700
新北市五股區,台灣歐陸檢驗科技股份有限公司,綜合商品批發代理業,140000000,800
台北市內湖區,特力集團_特力股份有限公司,綜合商品批發代理業,0,1000
台北市中山區,全家便利商店股份有限公司,量販流通相關業,2200000000,5000
台北市內湖區,特力集團＿HOLA＿HOLA CASA＿HOLA Petite＿Crate&Barrel＿特力屋股份有限公司,量販流通相關業,0,3700
台北市信義區,統一多拿滋股份有限公司,食品什貨零售業,300000000,600
台北市內湖區,力億企業股份有限公司,消費性電子產品製造業,180000000,1000
新北市五股區,薩摩亞商皇裕國際有限公司台灣分公司,其他金屬相關製造業,0,900
新北市淡水區,康舒科技股份有限公司,其他電子零組件相關業,5200000000,1300
台北市大安區,佳格食品集團_佳格食品股份有限公司,其他食品製造業,9200000000,1060
台北市中山區,泰山企業股份有限公司,飲料製造業,5000000000,500
台北市中山區,國聯保全股份有限公司,保全樓管相關業,110000000,1600
台北市中正區,菁英雲教育科技股份有限公司,其他教育服務業,0,500
新北市鶯歌區,張瑞芳企業股份有限公司,其他金屬相關製造業,0,3000
台北市南港區,遠雄人壽保險事業股份有限公司_忠孝營業處(陳偉華),人身保險業,12500000000,7500
新北市中和區,艾睿電子股份有限公司,半導體製造業,2300000000,500
台北市松山區,NET服裝_主富服裝股份有限公司,百貨相關業,900000000,2000
台北市松山區,富邦人壽保險股份有限公司_富望通訊處(陳軒廷)(核准文號109A01號),人身保險業,110831140000,27825
台北市中山區,系微股份有限公司,電腦軟體服務業,380000000,500
台北市松山區,富邦人壽保險股份有限公司_桃佳通訊處(李涵清)(核准文號109A01號),人身保險業,110831140000,27825
台北市松山區,富邦人壽保險股份有限公司_中寶通訊處(施佩君)(核准文號110A01號),人身保險業,110831140000,27653
新北市汐止區,台灣歐菲光科技有限公司,消費性電子產品製造業,30000000,30000
新北市五股區,貝斯美德股份有限公司,醫療器材製造業,100000000,500
台北市南港區,莫凡彼餐飲事業_百富通股份有限公司,其他餐飲業,400000000,500
台北市內湖區,O-Bank_王道商業銀行股份有限公司,銀行業,27000000000,700
新北市鶯歌區,金元福包裝企業股份有限公司,塑膠製品製造業,817600000,510
台北市內湖區,鴻霖航空貨運代理股份有限公司,航空運輸輔助業,126000000,1500
台北市內湖區,順益汽車股份有限公司,汽車及其零件製造業,680000000,1300
台北市大安區,國泰飯店觀光事業_和逸飯店_慕軒飯店_國泰商旅股份有限公司,旅館業,800000000,650
台北市大同區,中興保全科技股份有限公司,保全樓管相關業,4511000000,2600
台北市松山區,德翔海運股份有限公司,海運,2200000000,1200
台北市松山區,富邦人壽保險股份有限公司_中佳通訊處(核准文號110A01號),人身保險業,110831140000,27653
台北市信義區,美時化學製藥股份有限公司,生化科技研發業,3000000000,500
新北市樹林區,全球傳動科技股份有限公司,其他機械製造修配業,966000000,1100
台北市松山區,富邦人壽保險股份有限公司_富宅通訊處(史淑華)(核准文號110A01號),人身保險業,110831140000,27653
新北市蘆洲區,功學社教育用品股份有限公司,育樂用品製造業,1500000000,800
新北市中和區,Compuware_肯微科技股份有限公司,電腦及其週邊設備製造業,500000000,850
台北市中山區,磊山保險經紀人股份有限公司_首都分行(陳瑾怡),人身保險業,40000000,1300
台北市松山區,富邦人壽保險股份有限公司_中銜通訊處(張育誠)(核准文號109A01號),人身保險業,110831140000,27825
新北市新店區,104人力銀行_一零四資訊科技股份有限公司,網際網路相關業,331230000,820
台北市中山區,世邦國際股份有限公司,船務代理業,45000000,1000
台北市中正區,國泰人壽保險股份有限公司_展業大同通訊處(三課),人身保險業,100000000000,30000
新北市板橋區,板信商業銀行股份有限公司,銀行業,15000000000,1427
台北市松山區,富邦人壽保險股份有限公司_竹浚通訊處(核准文號：110A01號),人身保險業,110831140000,27653
台北市中山區,台灣航空貨運承攬股份有限公司,貨運承攬業,400000000,520
台北市大安區,國泰世紀產物保險股份有限公司,產物保險業,322050000,2000
新北市中和區,信錦企業股份有限公司,電腦及其週邊設備製造業,1240000000,5000
新北市新店區,今晧實業股份有限公司,電腦及其週邊設備製造業,1136570000,3600
新北市中和區,嘉捷科技企業股份有限公司,消費性電子產品製造業,920000000,1600
新北市汐止區,精華光學股份有限公司,醫療器材製造業,54160000,2000
新北市板橋區,遠雄人壽保險事業股份有限公司_新北營業處(黃敏鈴),人身保險業,12500000000,7500
新北市汐止區,友通資訊股份有限公司,電腦及其週邊設備製造業,1190330000,700
台北市內湖區,英屬維京群島商利時有限公司台灣分公司,鞋類／布類／服飾品零售業,5000000,860
台北市松山區,富邦人壽保險股份有限公司_富望通訊處(張淯修)(核准文號110A01號),人身保險業,110831140000,27825
台北市大安區,和之合股份有限公司,金屬家具及裝設品製造業,222270000,725
台北市中正區,中國人壽保險股份有限公司_凌山通訊處(梁椀晶)(中壽北B業支網第20071001號),人身保險業,37900000000,13137
台北市松山區,富邦人壽保險股份有限公司_富亮通訊處(邱煌元)(核准文號:109A01號),人身保險業,110831140000,27825
台北市大同區,海霸王集團_城市商旅股份有限公司,旅館業,0,750
新北市板橋區,力山保全股份有限公司,保全樓管相關業,80000000,1000
台北市中山區,東和鋼鐵企業股份有限公司,鋼鐵基本工業,10000000000,1500
台北市中山區,台灣卜蜂企業股份有限公司,農事及畜牧服務業,2300000000,1200
台北市內湖區,宙傑工業股份有限公司,醫療器材製造業,78000000,500
台北市中正區,雅士晶業股份有限公司,光電產業,610000000,2000
新北市汐止區,廣範實業有限公司,消費性電子產品製造業,15000000,600
台北市文山區,新光人壽保險股份有限公司_木柵通訊處(楊善如),人身保險業,57976000000,11855
台北市中正區,台南企業股份有限公司,紡織成衣業,2000000000,12000
新北市中和區,統揚公寓大廈管理維護有限公司,保全樓管相關業,10000000,700
新北市新莊區,元家企業股份有限公司,農／畜／水產品批發業,500000000,500
台北市松山區,富邦人壽保險股份有限公司_富豪通訊處(核准文號109A01號),人身保險業,110831140000,27825
台北市內湖區,光寶科技股份有限公司,消費性電子產品製造業,235860000,43000
新北市泰山區,大華金屬工業股份有限公司,金屬容器製造業,3050000000,1096
台北市大同區,日勝生活科技股份有限公司,建築工程業,8900000000,850
台北市大安區,國泰綜合證券股份有限公司,證券及期貨業,5790000,650
新北市淡水區,Molex Taiwan Ltd._台灣莫仕股份有限公司,電腦及其週邊設備製造業,518000000,530
台北市中山區,台灣阿迪達斯股份有限公司,文教／育樂用品零售業,50000000,500
台北市大同區,海霸王集團_海霸王餐廳股份有限公司,餐館業,2690000,1000
台北市松山區,玉山綜合證券股份有限公司,證券及期貨業,4000000000,560
台北市信義區,美德向邦股份有限公司,其他紡織製品製造業,800000000,5600
台北市中山區,新光合成纖維股份有限公司,人造纖維製造業,23000000000,2000
台北市松山區,富邦人壽保險股份有限公司_富富通訊處(核准文號109A01號)(史衣甯),人身保險業,110831140000,27825
台北市內湖區,立保保全股份有限公司,保全樓管相關業,0,700
台北市內湖區,星宇航空股份有限公司,民航,11300000000,1000
台北市信義區,康和綜合證券股份有限公司,證券及期貨業,6260000000,800
台北市松山區,台灣屈臣氏個人用品商店股份有限公司,百貨相關業,710000000,5200
台北市內湖區,國產建材實業股份有限公司,水泥及水泥製品製造業,20000000000,600
新北市新店區,連展科技股份有限公司,其他電子零組件相關業,2170000000,6000
台北市松山區,富邦人壽保險股份有限公司_南郡通訊處(楊宗嶧)(核准文號110A01號),人身保險業,110831140000,27653
台北市松山區,富邦人壽保險股份有限公司_花展通訊處(黃永全)(核准文號110A01號),人身保險業,110831140000,27825
新北市板橋區,台灣奧的斯電梯股份有限公司,空調水機電工程業,200000000,500
新北市中和區,普樂菓有限公司,其他商品批發業,0,510
台北市松山區,台灣怡和保全股份有限公司,保全樓管相關業,40000000,2800
台北市信義區,A''CHRON 艾珂菈_中國生醫股份有限公司,美容／美體業,1000000000,500
新北市新莊區,天明製藥股份有限公司,醫療器材製造業,858830000,600
台北市松山區,啄木鳥國際事業股份有限公司,藥品／化妝品及清潔用品零售業,100000000,650
台北市信義區,台北W飯店 - W TAIPEI_時代國際飯店股份有限公司,旅館業,600000000,550
台北市大安區,PChome Online_網路家庭國際資訊(股)公司,網際網路相關業,1100000000,1900
台北市中山區,摩斯漢堡_安心食品服務股份有限公司,其他餐飲業,320000000,5800
台北市中山區,台北市私立科見語文文理短期補習班,其他教育服務業,0,500
台北市信義區,理律法律事務所,法律服務業,0,800
台北市中山區,力麗企業股份有限公司,其他紡織製品製造業,9570000000,1174
新北市汐止區,凱美電機股份有限公司,被動電子元件製造業,1940630000,1000
台北市信義區,台灣萊雅股份有限公司,藥品／化妝品及清潔用品零售業,8000000,1000
台北市北投區,陽信商業銀行股份有限公司,銀行業,21600000000,2000
新北市三重區,有限責任台灣主婦聯盟生活消費合作社,食品什貨零售業,390000000,500
台北市松山區,Lalamove啦啦快送_小蜂鳥國際物流有限公司,網際網路相關業,25000000,3500
台北市萬華區,凌群電腦股份有限公司,電腦系統整合服務業,1000000000,1000
新北市中和區,瓦城泰統股份有限公司_瓦城 / 非常泰 / 1010 湘 / 大心 / 十食湘 / 時時香 / YABI KITCHEN/月月,其他餐飲業,230000000,3700
台北市中正區,新光人壽保險股份有限公司_行銷通路部(專業行銷課),人身保險業,60537000000,10794
